id_item;category;question;correct_answer;incorrect_answer_a;incorrect_answer_b;incorrect_answer_c;visualizations
425;filosofia;¿Cuál es la opinión de que el universo opera como una máquina de acuerdo con la ley de causa y efecto?;Mecanicismo;Relojerismo;Logicismo;Pasismo;2271
426;filosofia;¿Qué doctrina crearon los filósofos alemanes Karl Marx y Friedrich Engels?;Comunismo;Psicoanálisis;Deontología;Sofismo;2327
427;filosofia;¿Qué doctrina filosófica argumenta que la vida carece de significado objetivo, propósito o valor intrínseco?;Nihilismo;Hedonismo;Empirismo;Mecanicismo;2288
428;filosofia;¿Qué doctrina sostiene que todos los humanos son fundamentalmente iguales en valor o estatus social?;Igualitarismo;Aciología;Cartesianismo;Ecumenismo;2290
429;filosofia;¿Qué es lo que hace que las sociedades humanas se desarrollen según la ideología de Karl Marx?;Lucha de clases;Unidad de clases;Salto de clases;Rotación de clases;2319
430;filosofia;¿Qué escuela griega de filosofía creía que el cambio era ilusorio?;Eleanismo;Estoicismo;Epicureísmo;Platonismo;2302
431;filosofia;¿Qué estudio filosófico aborda la naturaleza del ser y la existencia o realidad?;Ontología;Estética;Ética;Epistemología;2310
432;filosofia;¿Qué famoso trabajo filosófico incluye el Mito de la Caverna?;\República\ de Platón;\Metafísica\ de Aristóteles;\El Anticristo\ de Nietzsche;\Lógica\ de Kant;2275
433;filosofia;¿Qué filosofía afirma que la realidad tal como la conocemos es una construcción mental o, de otra manera, inmaterial?;Idealismo;Racionalismo;Sofismo;Ecumenismo;2259
434;filosofia;¿Qué filosofía enfatiza el papel de la razón en la obtención de conocimiento?;Racionalismo;Empirismo;Hedonismo;Estoicismo;2234
435;filosofia;¿Qué filosofía enfatiza que todo conocimiento se basa en la experiencia y niega la posibilidad de ideas innatas?;Empirismo;Racionalismo;Cinismo;Estoicismo;2357
436;filosofia;¿Qué filósofo ateniense no escribió ningún libro, y en su lugar sus enseñanzas fueron inmortalizadas por Platón?;Sócrates;Aristóteles;Epicuro;Tales de Mileto;2252
437;filosofia;¿Qué filósofo dijo \Sólo sé que no sé nada\?;Sócrates;Nietzsche;Kant;Descartes;2186
438;filosofia;¿Qué filósofo dijo: \Pienso, luego existo\?;René Descartes;Emmanuel Kant;Platón;John Locke;2260
439;filosofia;¿Qué filósofo postulaba en un ensayo que Sísifo era feliz en realidad?;Albert Camus;Søren Kierkegaard;Arthur Schopenhauer;Friedrich Nietzsche;2360
440;filosofia;¿Qué filósofo griego escribió \La República\?;Platón;Aristóteles;Sócrates;Séneca;2381
441;filosofia;¿Qué filósofo griego escribió \Metafísica\?;Aristóteles;Platón;Sócrates;Diógenes;2227
442;filosofia;¿Qué nihilista escribió \El ser y la nada\?;Jean-Paul Sartre;Søren Kierkegaard ;Friedrich Nietzche;Martin Heidegger;2264
443;filosofia;¿Qué novela es ampliamente considerada como una de las primeras novelas existencialistas?;Memorias del subsuelo;La edad de la razón;El idiota;El hombre invisible;2264
444;filosofia;¿Qué pensador enseñaba que el hombre era bueno por naturaleza y era la sociedad la que lo corrompía?;Jean-Jacques Rousseau;John Locke;Thomas Hobbes;Aristóteles;2222
445;filosofia;¿Qué rama de la filosofía explora la naturaleza fundamental de la realidad?;Metafísica;Ética;Estética;Hedonismo;2256
446;filosofia;¿Qué une a Sartre, Nietzsche, Russell y Descartes?;Filosofía;Economía;Biología;Deporte;2288
447;filosofia;¿Quién desarrolló el método mayeútico?;Sócrates;Platón;Aristóteles;Séneca;2214
448;filosofia;¿Quién es conocido como el \padre del existencialismo\?;Søren Kierkegaard;Gabriel Marcel;Simone de Beauvoir;Frederik Copleston;2325
449;filosofia;¿Quiénes eran las personas comunes cuya única posesión era su fuerza de trabajo, según Karl Marx?;Proletariado;Burguesía;Comunistas;Capitalistas;2280
450;fisica;¿A qué velocidad vuelan los aviones supersónicos?;A mayor velocidad que la del sonido;A mayor velocidad que la de la luz;A menor velocidad que la del sonido;A menor velocidad que la del viento;2212
451;fisica;¿Cómo se le llama a un sonido con una frecuencia por debajo de 20 Hz?;Infrasónico;Ultrasónico;Supersónico;Binaural;2361
452;fisica;¿Cómo se llaman los \paquetes\ en los que se emite y se absorbe la luz?;Fotones;Protones;Electrones;Neutrinos;2297
453;fisica;¿Cuál de los siguientes productos químicos es útil en fotografía?;Bromuro de plata;Cloruro de sodio;Hidróxido de aluminio;Nitrato de potasio;2197
454;fisica;¿Cuál es el apellido del hombre que propuso la teoría de la relatividad?;Einstein;Newton;Hawking;Boyle;2192
455;fisica;¿Cuál es el color complementario del naranja en el modelo de color RYB?;Azul;Rojo;Verde;Púrpura;2246
456;fisica;¿Cuál es el metal mayoritario en el peltre?;Estaño;Hierro;Cobre;Zinc;2288
457;fisica;¿Cuál es la antipartícula del positrón?;Electrón;Protón;Neutrón;Átomo;2282
458;fisica;¿Cuál es la velocidad del sonido en el aire (en condiciones normales)?;343 m/sec;3.320 m/sec;30 m/sec;3 m/sec;2295
459;fisica;¿De qué color es una tonalidad el bermellón?;Rojo;Violeta;Azul;Verde;2246
460;fisica;¿De qué color es una tonalidad el cerúleo?;Azul;Rojo;Verde;Amarillo;2229
461;fisica;¿De qué depende la fuerza de empuje?;Masa de líquido desplazado;Forma del recipiente;Masa del recipiente;Profundidad a la que se hunde el cuerpo;2292
462;fisica;¿En qué fenómeno óptico los rayos de luz se doblan para producir una imagen?;Espejismo;Decomposición;Transducción;Gestalt;2312
463;fisica;¿Entre qué dominios transforma una señal la Transformada de Fourier?;Tiempo y frecuencia;Amplitud y fase;Frecuencia y amplitud;Fase y tiempo;2278
464;fisica;¿Por dónde viaja más rápido el sonido?;Acero;Agua;Aire;Vacío;2194
465;fisica;¿Por dónde viaja más rápido la luz?;Vacío;Cristal;Agua;Hidrógeno;2329
466;fisica;¿Por qué los pasajeros se caen hacia adelante cuando un autobús en movimiento se detiene repentinamente?;Inercia de los pasajeros;Inercia del autobús;Fricción entre autobús y suelo;Fricción entre pasajeros y suelo;2328
467;fisica;¿Qué científico formuló la ley de la gravedad?;Isaac Newton;Thomas Edison;Albert Einstein;Stephen Hawking;2314
468;fisica;¿Qué color de luz visible tiene la longitud de onda más corta?;Violeta;Azul;Verde;Naranja;2234
469;fisica;¿Qué color se obtiene mezclando rojo y azul?;Púrpura;Verde;Amarillo;Naranja;2297
470;fisica;¿Qué demostró Boyle que disminuye a medida que aumenta el volumen de un gas?;Presión;Paso del tiempo;Temperatura;Masa;2267
471;fisica;¿Qué físico estadounidense fue el pionero de la teoría de los agujeros negros en 1939?;J. Robert Oppenheimer;Stephen Hawking;Brian Greene;Keith Burrell;2270
472;fisica;¿Qué físico formuló las tres leyes del movimiento?;Isaac Newton;Albert Einstein;Stephen Hawking;Sheldon Cooper;2195
473;fisica;¿Qué forma tienen las lentes para la gente con miopía?;Cóncava;Convenxa;Redonda;Cuadrada;2267
474;fisica;¿Qué ley afirma que una corriente eléctrica produce un campo magnético?;Ley de Ampère;Ley de Ohm;Ley de Newton;Ley de Fappington;2342
475;fisica;¿Qué ley postula que los líquidos transmiten presión por igual en todas las direcciones?;Ley de Pascal;Principio de Arquímedes;Ley de Newton;Ley de Boyle;2218
476;fisica;¿Qué metal fue el primero en fundirse en un molde y en alearse con otro metal?;Cobre;Oro;Bronce;Hierro;2254
477;fisica;¿Qué número Mach corresponde a la velocidad del sonido?;Mach 1;Mach 2;Mach 3 ;Mach 4;2255
478;fisica;¿Qué partículas da como resultado la fisión nuclear?;Neutrones y fotones gamma;Protones y fotones gamma;Deuterones y fotones gamma;Electrones y fotones gamma;2278
479;fisica;¿Qué suele indicar que los niveles de un barómetro bajen?;Lluvia;Inundaciones;Contaminación;Calor intenso;2248
480;fisica;¿Qué teoría de la física propone que la energía no se transfiere continuamente sino en cantidades discretas?;Mecánica cuántica;Termodinámica;Teoría de cuerdas;Teoría de la relatividad;2235
481;fisica;¿Qué tipo de lente es una lupa?;Convexa;Cóncava;Antirreflectante;Cumulativa;2262
482;fisica;¿Qué tipo de transformación realiza un micrófono?;Ondas sonoras a energía eléctrica;Energía eléctrica a ondas sonoras;Ondas sonoras a pulsos de luz;Energía eléctrica a pulsos de luz;2325
483;fisica;¿Quién fue la primera persona en identificar el electrón?;J. J. Thompson;J. Kepler;D. Rutherford;James Chadwick;2319
484;fisica;¿Quién fue la primera persona en medir la velocidad de la luz?;Ole Rømer;Galileo Galilei;Albert Einstein;Isaac Newton;2281
485;fisica;¿Quién recibió el primer Premio Nobel de Física en 1901?;Wilhelm Röntgen;Max Planck;Marie y Pierre Curie;Gabriel Lippman;2282
486;geografia;¿Cómo es el diámetro polar de la Tierra comparado con el diámetro ecuatorial?;Más pequeño;Más grande;Igual;Aproximadamente el doble;2279
487;geografia;¿Cómo se le llama a una colina de arena suelta construida por el viento o el flujo del agua?;Duna;Cana;Ona;Lara;2298
488;geografia;¿Cómo se llama el meridiano que pasa por Londres?;Greenwich;Capricornio;Ecuador;Cáncer;2230
489;geografia;¿Cómo se llama el océano que se encuentra entre África y Australia?;Índico;Pacífico;Atlántico;Antártico;2182
490;geografia;¿Cómo se llama la parte de la Tierra compuesta por toda la vida?;Biosfera;Mesosfera;Estratosfera;Ionosfera;2333
491;geografia;¿Cómo se llamaba el super-continente que existió hace aproximadamente 335-175 millones de años?;Pangea;Cambria;Calibria;Pandemia;2329
492;geografia;¿Cuál de estos es un herbazal tropical?;Sabana;Pampa;Pradera;Taiga;2290
493;geografia;¿Cuál es el período más temprano de la historia de la Tierra?;Precámbrico;Hádico;Cenozoico;Cuaternario;2307
494;geografia;¿Cuál es el punto más al sur de África?;Cabo de las Agujas;Cabo de Finisterre;Cabo Baba;Cabo Maclear;2245
495;geografia;¿Cuál es el punto más al sur de Sudamérica?;Islote Águila;Motu Nui;Isla Jorge;Isla Darwin;2246
496;geografia;¿Cuál es el tercer continente más grande del mundo?;África;Europa;Asia;Oceanía;2252
497;geografia;¿Cuál es el término habitual en geografía para la altura angular de un objeto sobre el horizonte?;Elevación;Flote;Latitud;Cénit;2300
498;geografia;¿Cuál es la isla más grande del océano Pacífico?;Nueva Guinea;Hawai;Kyushu;Hokkaido;2277
499;geografia;¿Cuál es la mayor porción de nuestra hidrosfera, representando hasta un 46% de la misma?;Océano pacífico;Océano Antártico;Océano Atlántico;Océano Índico;2308
500;geografia;¿Cuál es la noche más corta en el hemisferio sur?;21 de diciembre;21 de junio;23 de Septiembre;23 de Marzo;2220
501;geografia;¿Cuál es la principal vegetación de las zonas estepáricas?;Grandes herbazales;Bosques de coníferas;Bosques perennes;Bosques caducifolios;2270
502;geografia;¿Cuál es la proporción de tierra a océano en el hemisferio sur?;1 a 5;1 a 10;1 a 1,5 ;1 a 1;2211
503;geografia;¿Cuánta área terrestre en el mundo está ocupada por desiertos cálidos y fríos?;Un tercio;La mitad;Un cuarto;Tres cuartos;2256
504;geografia;¿En qué meses tienen lugar los dos equinoccios respectivamente?;Marzo y septiembre;Septiembre y diciembre;Enero y junio;Junio y marzo;2222
505;geografia;¿En qué océano se encuentra la Corriente del Golfo?;Atlántico;Pacífico;Índico;Ártico;2274
506;geografia;¿En qué región del Océano Atlántico se dice que han desaparecido aviones y barcos misteriosamente?;Triángulo de las Bermudas;Islas Canarias;Estrecho de Magallanes;Azores;2213
507;geografia;¿En qué se divide la litosfera terrestre?;Placas tectónicas;Capas atmosféricas;Corrientes oceánicas;Países;2187
508;geografia;¿Qué áreas geográficas componen el Nuevo Mundo?;Las Américas;Sudáfrica;Asia del este;Oceanía y la Polinesia;2314
509;geografia;¿Qué áreas geográficas componen el Viejo Mundo?;Afro-Eurasia;Oceanía y la Polinesia;Los polos Norte y Sur;Las Américas;2324
510;geografia;¿Qué causa la crecida y bajada de los niveles marinos?;La gravedad del Sol y la Luna;Las corrientes de aire;La migración de las ballenas;El uso de transporte marítimo;2336
511;geografia;¿Qué continente es el único que se halla en los 4 hemisferios (norte, sur, este y oeste)?;África;Europa;Ásia;Oceanía;2256
512;geografia;¿Qué continente tiene la cordillera más larga del mundo?;Sudamérica;Ásia;Europa;África;2278
513;geografia;¿Qué continente tiene más países?;África;Europa;Asia;Oceanía;2325
514;geografia;¿Qué evento causó la extinción de los dinosaurios?;El impacto de un asteriode;Una severa sequía;Una lluvia torrencial;Un incendio masivo;2291
515;geografia;¿Qué mar no tiene playas?;Mar de los Sargazos;Mar Rojo;Mar Negro;Mar Muerto;2215
516;geografia;¿Qué otra escala se utiliza para medir la intensidad de los terremotos además de la escala Ritcher?;Mercalli;Signori;Bianchi;Lombardi;2229
517;geografia;¿Qué proceso crea las profundas fosas oceánicas?;Téctonica de placas;Expansión del fondo oceánico;Deriva continental;Isostasia;2283
518;geografia;¿Qué rama de conocimiento estudia las rocas y los procesos que las hacen cambiar a lo largo del tiempo?;Geología;Geografía;Biología;Paleontología;2341
519;geografia;¿Qué rama de la geografía estudia la distribución de especies y ecosistemas a lo largo del tiempo?;Biogeografía;Ecogeografía;Etnogeografía;Cartografía;2251
520;geografia;¿Qué rama de la geografía estudia los suelos en su entorno natural?;Pedología;Geodesia;Glaciología;Paleontología;2237
521;geografia;¿Qué representan los isohelios?;Radiación solar;Humedad;Potencial electrostático del aire;Lluvia;2315
522;geografia;¿Qué representan los isonefos?;Nubosidad;Altitud de terreno;Presión atmosférica;Temperatura;2267
523;geografia;¿Qué son siroco, mistral y levante?;Vientos;Terremotos;Precipitaciones;Erupciones volcánicas;2326
524;historia;¿A qué monarca se le conocía como \El Rey Sol\?;Luis XIV;Luis XVI;Enrique VIII;Enrique V;2220
525;historia;¿Cómo se le llama al área entre dos trincheras enemigas?;Tierra de nadie;Vida salvaje;Reino de la muerte;Riesgo;2308
526;historia;¿Cómo se llamaba a los Viet Minh cuando cruzaron a Vietnam del Sur?;Viet Cong;Viet Mang;Viet Lua;Viet Nur;2258
527;historia;¿Cómo se llamaba el gobernador romano y principal agente en el asesinato de Julio César?;Marco Junio Bruto;Calígula;Marco Aurelio;Marco Antonio;2273
528;historia;¿Cómo se llamaba el último emperador Alemán?;Guillermo II;Bismarck;Federico III;Guillermo I;2274
529;historia;¿Cuál era el rango militar más alto en la Alemania Nazi?;Reichsmarschall;Marschall;Himmler;Kragenpatte;2315
530;historia;¿Cuál es la palabra alemana para una estrategia de guerra que se utilizó mucho en la Segunda Guerra Mundial?;Blitzkrieg;Siege;Guerrilla;Kampf;2362
531;historia;¿Cuándo capturaron los cruzados Jerusalén en la primera cruzada?;1099 d. C.;1000 d. C.;971 d. C.;1116 d. C.;2360
532;historia;¿Cuándo fue el ataque a Pearl Harbor?;7 de Diciembre de 1941;7 de Diciembre de 1945;7 de Diciembre de 1942;7 de Diciembre de 1943;2226
533;historia;¿Cuándo fundó Rómulo Roma?;753 a. C.;604 a. C.;660 a. C.;850 a. C.;2283
534;historia;¿Cuándo llegó Cristóbal Colón a América?;1492;1139;1556;1455;2286
535;historia;¿Cuándo tuvo lugar la Guerra Civil Americana?;1861-1865;1775-1783;1899-1902;1916-1924;2257
536;historia;¿Dónde y cuándo emergieron los primeros movimientos fascistas?;Italia en la Primera Guerra Mundial;Alemania en la Segunda Guerra Mundial;España en la Guerra Civil Española;Rusia en la Revolución Rusa;2261
537;historia;¿Cuánto duró la Guerra de los Cien Años?;116 años;100 años;120 años;122 años;2360
538;historia;¿Cuánto hace que acabó la Edad de Hielo?;11.700 años;140.000 años;140 años;1.400 años;2191
539;historia;¿Cuánto tiempo llevaban sin celebrarse los Juegos Olímpicos cuando se reinstauraron?;15 siglos;10 siglos;5 siglos;1 siglo;2304
540;historia;¿De qué calendario era una reforma el calendario juliano del 46 a. C.?;Romano;Griego;Maya;Gregoriano;2318
541;historia;¿De qué país era Mata Hari una espía?;Alemania;Países Bajos;Gran Bretaña;Bélgica;2245
542;historia;¿En qué año acabaron las negociaciones del Tratado de Versalles?;1919;1945;1937;1939;2262
543;historia;¿En qué año atacó Alemania a Francia durante la Segunda Guerra Mundial?;1940;1941;1942;1939;2332
544;historia;¿En qué año cayó el muro de Berlín?;1989;1991;1990;1987;2236
545;historia;¿En qué año ocurrió el desastre nuclear de Chernobyl?;1986;1989;1985;1991;2354
546;historia;¿En qué mes tuvo lugar la Revolución de Octubre?;Noviembre;Octubre;Septiembre;Diciembre;2272
547;historia;¿Por qué territorio intercambió Gran Bretaña la Habana con España en 1762?;Florida;California;Menorca;Gibraltar;2308
548;historia;¿Qué emperador romano prohibió los Juegos Olímpicos en el 393 d. C.?;Teodosio I;Julio César;Calígula;Gordiano II;2203
549;historia;¿Qué famoso líder murió en Santa Helena?;Napoleón Bonaparte;Julio César;Adolf Hitler;Alejandro Magno;2302
550;historia;¿Qué figura de la Segunda Guerra Mundial era popularmente conocida como \El Zorro del Desierto\?;Erwin Rommel;Walter Scott;Bismarck;Eisenhower;2231
551;historia;¿Qué general era famoso por utilizar un ejército de elefantes en sus batallas?;Aníbal Barca;Pirro de Epiro;Alejandro Magno;Genghis Khan;2298
552;historia;¿Qué guerra se libró principalmente utilizando guerra de trincheras?;Primera Guerra Mundial;Segunda Guerra Mundial;Guerra del Golfo;Guerra Civil Americana;2301
553;historia;¿Qué pasó cuando Napoléon fue a asediar Moscú en 1812?;Los rusos redujeron Moscú a cenizas;Napoleón murió congelado;Los rusos se rindieron;Napoleón exterminó a los rusos;2191
554;historia;¿Quién cabalgaba un caballo llamado Bucéfalo?;Alejandro Magno;Genghis Khan;El Cid;Marco Aurelio;2266
555;historia;¿Quién cabalgaba un caballo llamado Marengo?;Napoleón;El Cid;Alejandro el Magno ;Genghis Khan;2266
556;historia;¿Quién construyó la Torre de Londres?;Guillermo el Conquistador;Enrique VIII;Isabel II;Ricardo I;2318
557;historia;¿Quién derrotó a Marco Antonio y a Cleopatra en la batalla de Accio?;Augusto;Tiberio;Claudio;Nerón;2359
558;historia;¿Quién fue el padre de Cleopatra?;Ptolomeo XII Auletes;Ptolomeo XIV;Cesarión;Ptolomeo XIII Teos Filopátor;2264
559;historia;¿Quién fue el primer marido de Cleopatra?;Ptolomeo XIII Teos Filopátor;Ptolomeo XIV;Marco Antonio;Augusto;2263
560;historia;¿Quién fue el principal autor de la Declaración de Independencia de Estados Unidos en 1776?;Thomas Jefferson;Alexander Hamilton;George Washington;John Adams;2298
561;historia;¿Quién fue el rey de Macedonia que conquistó la mayoría de Asia Menor y derrotó al Rey Poro en 326 a. C.?;Alejandro Magno;Napoleón;Julio César;Carlomagno;2305
562;historia;¿Quién introdujo el calendario gregoriano en 1582?;El Papa;El rey de Italia;Un general francés;Copérnico;2365
563;historia;¿Quién navegó en la Niña, la Pinta y la Santa María?;Cristóbal Colón;Marco Polo;Napoléon;John Smith;2264
564;historia;¿Quiénes lucharon en la Guerra de los Cien Años?;Francia e Inglaterra;Grecia y Persia;Estados Unidos e Iraq;El norte y el sur de Estados Unidos;2357
565;inventos;¿A qué científico se le reconoce como \el padre de la bomba atómica\?;Robert Oppenheimer;Albert Einstein;Nikola Tesla;Thomas Edison;2231
566;inventos;¿A quién se le reconoce como el inventor de las versiones prototípicas del paracaídas, el helicóptero y los tanques?;Leonardo da Vinci;Los hermanos Wright;Francis Rogallo;Galileo Galilei;2262
567;inventos;¿Cómo obtuvo Alfred Nobel la mayor parte de su dinero?;Inventó la dinamita;Diseñó la primera autopista;Descubrió la penicilina;Invirtió en petróleo;2253
568;inventos;¿Cuál fue el primer país en utilizar la pólvora?;China;Gran Bretaña;Babilonia;Asiria;2301
569;inventos;¿Cuándo introdujo Gutenberg la imprenta en Europa aproximadamente?;1440;1540;1340;1640;2342
570;inventos;¿En qué década se inventó el teléfono?;La década de 1870;La década de 1920;La década de 1790;La década de 1950;2261
571;inventos;¿En qué década se inventó el transistor?;1940s;1950s;1960s;1970s;2305
572;inventos;¿Por qué invento recibió el húngaro Dennis Gabor un premio Nobel en 1971?;Hologramas;Pantallas de plasma;CDs;Microchips;2298
573;inventos;¿Qué arma fue inventada por el oficial Ernest Swinton y utilizada en 1916?;Tanque;Bazooka;Metralleta;Rifle de asalto;2202
574;inventos;¿Que arma marina inventó Robert Whitehead en 1866?;Torpedo;Tanque;Submarino;Mina naval;2285
575;inventos;¿Qué científico descubrió el virus del VIH y determinó que era la causa del SIDA en 1983?;Luc Montagnier;Samuel Hahneman;Edward Jenner;Stanley Prusiner;2286
576;inventos;¿Qué científico fue el primero en formular la teoría del Big Bang en 1927?;Georges Lemaître;Stephen Hawking;Edwin Hubble;Nicolaus Copernicus;2375
577;inventos;¿Qué ciudad perdida descubrió Hiram Bingham III en 1911?;Machu Picchu;Mesopotamia;Alejandría;Bali;2265
578;inventos;¿Qué decubrió Howard Carter en 1922?;La tumba de Tutankamón;El cadáver de Cleopatra;Las ropas de Julio César;El cetro de Augusto;2270
579;inventos;¿Qué electrodoméstico de cocina inventó Percy Spencer en 1945?;Horno microondas;Cocina de gas;Lavavajillas;Nevera eléctrica;2230
580;inventos;¿Qué explorador llegó a Australia en 1770?;Capitán James Cook;Vasco da Gama;Marco Polo;Fernando Magallanes;2222
581;inventos;¿Qué explorador llegó a Brasil en 1500?;Pedro Álvares Cabral;Fernando Magallanes;Cristóbal Colón;John Smith;2334
582;inventos;¿Qué famoso explorador navegó en el Golden Hind?;Sir Francis Drake;Cristóbal Colón;Marco Polo;John Smith;2280
583;inventos;¿Qué físico perfeccionó la teoría del Big Bang de Lemaître?;George Gamow;Roger Penrose;Albert Einstein;Michael Skube;2269
584;inventos;¿Qué instrumento médico inventó René Laennec?;Estetoscopio;Electrocardiograma;Ecógrafo;Fórceps;2334
585;inventos;¿Qué invención se atribuye a Galileo Galilei?;Termómetro;Barómetro;Reloj de péndulo;Microscopio;2237
586;inventos;¿Qué invención se le atribuye habitualmente a Benjamin Franklin?;Lentes bifocales;Radio;Barómetro;Higrómetro;2280
587;inventos;¿Qué inventaron los hermanos Wright?;Avión;Bicicleta;Paracaídas;Coche;2348
588;inventos;¿Qué inventaron y patentaron W. Davis y Levi Strauss?;Vaqueros azules;Pasta de dientes de menta;Penicilina;Cocina de gas;2325
589;inventos;¿Qué inventó el doctor polaco Ludwik Lejzer Zamenhof en 1887?;Esperanto;Leyes de mercado libre;Cubismo;Sonetos;2364
590;inventos;¿Qué inventó Enrico Fermi?;Reactor nuclear artificial;Máquina de rayos X;Betatrón;Ciclotrón;2282
591;inventos;¿Qué inventó Evangelista Torricelli en 1643?;Barómetro;Tornillo;Zapatos ortopédicos;Pipeta;2298
592;inventos;¿Qué inventó James Dewar en 1892?;Termo;Martillo pneumático;Luces de neón;Pintura acrílica;2266
593;inventos;¿Qué inventó y patentó James Watt?;Motor rotatorio de vapor;Campana de buceo;Barco de vapor;Globo aerostático;2234
594;inventos;¿En qué país se inventó la brújula?;China;Alemania;Egipto;Italia;2245
595;inventos;¿Qué planeta descubrió Clyde Tombaugh en 1930?;Plutón;Neptuno;Marte;Urano;2229
596;inventos;¿Quién descubrió la estructura de doble hélice del ADN?;James Watson y Francis Crick;Ramon y Cajal;Ortega y Gasset;Pierre y Marie Curie;2306
597;inventos;¿Quién es reconocido como uno de los inventores de la televisión electromecánica?;John Logie Baird;Thomas Edison;Nikola Tesla;Benjamin Franklin;2300
598;inventos;¿Quién fue el microbiólogo que descubrió las bacterias al observarlas a través de un microscopio?;Antonie van Leeuwenhoek;Christian Gottfried Ehrenberg;Louis Pasteur;Ferdinand Cohn;2355
599;inventos;¿Quién fue el primero en describir la circulación sanguínea con detalle?;William Harvey;James Chadwik;Francis Crick;Anthony Hewish;2269
600;inventos;¿Quién fue la primera persona en llegar al Polo Sur en 1911?;Roald Amundsen;Adren de Gerlache;Carstem Borchgrevink;Robert Falcon Scott;2287
601;inventos;¿Quién inventó una muy exitosa versión de la maquinilla de afeitar?;King Camp Gillette;Erik Frank Venus;Charles John Sleetch;Nathan Collin Earnest;2307
602;inventos;¿Quién transmitió las primeras señales de radio a través del Atlántico en 1901?;Guglielmo Marconi;Graham Bell;Samuel Morse;John Logie Baird;2331
603;linguistica;¿Aproximadamente cuántos idiomas se habla en Papúa Nueva Guinea?;851;184;302;17;2237
604;linguistica;¿Cómo se dice \barba\ en latín?;Barba;Bucca;Beradum;Borrum;2304
605;linguistica;¿Cómo se le llama a una lengua que se crea artificialmente en lugar de desarrollarse de forma natural?;Conlang;Sociolengua;Planhabla;Artifidioma;2230
606;linguistica;¿Cómo se llamaba el primer no-humano que aprendió a comunicarse utilizando la lengua de signos americana?;Washoe;Koko;Dymo;Tchetche;2264
607;linguistica;¿Con qué otro nombre se conoce la palabra japonesa \seppuku\?;Harakiri (Suicidio);Ramen (Fideos);Kokoro (Corazón);Mizu (Agua);2254
608;linguistica;¿Cuál es el idioma oficial de Andorra?;Catalán;Español;Francés;Andorrano;2318
609;linguistica;¿Cuál es el idioma oficial de Belice?;Inglés;Portugués;Francés;Holandés;2358
610;linguistica;¿Cuál es el idioma oficial de Jordania?;Árabe;Francés;Inglés;Zulú;2304
611;linguistica;¿Cuál es el idioma romance más hablado en el mundo?;Español;Portugués;Francés;Rumano;2305
612;linguistica;¿Cuál es la última letra del alfabeto griego?;Omega;Sigma;Alfa;Épsilon;2338
613;linguistica;¿Cuáles son algunos ejemplos de lenguas que no se han desarrollado naturalmente?;Dothraki, Klingon, Élfico ;Catalán, Euskera, Gallego;Chino, Japonés, Coreano;Hawaiano, Malayo, Tongano;2301
614;linguistica;¿Cuántas letras hay en el alfabeto inglés?;26;30;28;24;2231
615;linguistica;¿De qué idioma proviene la palabra \alfabeto\?;Griego;Latín;Sánscrito;Árabe;2214
616;linguistica;¿De qué países es el idioma oficial el farsi?;Irán, Afganistán y Tayikistán;Uzbekistán y Kazajistán;Farsia y Perusia;Iraq, Kirguistán y Turkmenistán;2344
617;linguistica;¿De qué tribus antiguas toman el nombre al menos seis de los siete días de la semana en inglés?;Anglosajones;Celtíberos;Galos;Inuit;2303
618;linguistica;¿En qué dirección se escribe el hebreo moderno?;De derecha a izquierda;De izquierda a derecha;De arriba a abajo;De abajo a arriba;2298
619;linguistica;¿En qué idioma rezan las personas de fe ortodoxa rusa?;Eslavo eclesiástico;Alto sorabo;Protoeslavo;Silesio;2300
620;linguistica;¿En qué idiomas \God Jul\ significa \Feliz Navidad\?;Sueco, noruego y danés;Alemán y rumano;Polaco y ruso;Checo, eslovaco y bielorruso;2337
621;linguistica;¿En qué país es el urdu la lengua nacional y la lingua franca?;Pakistán;Turkmenistán;Kazajistán;Mongolia;2272
622;linguistica;¿En qué país se habla el idioma zulú?;Sudáfrica;Kenia;Sudán;Chad;2223
623;linguistica;¿Qué es el esperanto?;Una lengua;Una bebida alcohólica;Una marca de coches;Una banda famosa de los años 80;2289
624;linguistica;¿Qué expresión encajaría con la idea de un \desliz freudiano\?;Lapsus linguae;Ab epistus;Ex silentio;Coniunctis viribus;2319
625;linguistica;¿Qué frase denota una falsa demostración de tristeza?;Lágrimas de cocodrilo;Lágrimas de lagartija;Lágrimas de serpiente;Lágrimas de tortuga;2400
626;linguistica;¿Qué grupo de idiomas suele dividirse en goidélico y británico?;Celtas;Germánicos;Romances;Occitanos;2239
627;linguistica;¿Qué historia explica la existencia de los diferentes idiomas?;Torre de Babel;Ícaro y el sol;Arca de Noé;Génesis;2239
628;linguistica;¿Qué idioma es una combinación de alemán, hebreo, arameo y algunos idiomas eslavos y lenguas romances?;Yidis;Occitano;Urdu;Dehlavi;2319
629;linguistica;¿Qué idioma o dialecto se usa sistemáticamente para comunicarse con personas que no comparten un idioma común?;Lingua franca;Esperanto;Lengua del comerciante;Mash-lang;2329
630;linguistica;¿Qué idioma tiene el alfabeto más largo del mundo?;Camboyano;Español;Árabe;Hawaiano;2325
631;linguistica;¿Qué lengua es el idioma vivo más cercano al inglés?;Frisón;Galés;Euskera;Alemán;2259
